source,target,release_date,populairty
OHGEESY,Takeoff,2020,63
Destructo,Yo Gotti,2020,62
Destructo,Denzel Curry,2020,62
Destructo,Kevin Gates,2020,62
Yo Gotti,Denzel Curry,2020,62
Yo Gotti,Kevin Gates,2020,62
Denzel Curry,Kevin Gates,2020,62
Ant Saunders,Audrey Mika,2020,67
Chris Brown,Gunna,2020,64
Chris Brown,Lil Duke,2020,64
Gunna,Lil Duke,2020,64
Loud Luxury,Morgan St. Jean,2020,65
Dimitri Vegas & Like Mike,Like Mike,2020,1
Moguai,Cheat Codes,2020,68
rum.gold,Jamila Woods,2020,64
NAV,Lil Durk,2020,63
Lil Keed,Gunna,2020,59
Justin Timberlake,Kelly Clarkson,2020,59
Justin Timberlake,Mary J. Blige,2020,59
Kelly Clarkson,Mary J. Blige,2020,59
Younha,RM,2020,70
G-Eazy,Jack Harlow,2020,67
Aitch,AJ Tracey,2020,62
Trevor Daniel,Summer Walker,2020,66
El Alfa,Lil Pump,2020,73
El Alfa,Sech,2020,73
El Alfa,Myke Towers,2020,73
Lil Pump,Sech,2020,73
Lil Pump,Myke Towers,2020,73
Sech,Myke Towers,2020,73
Ludwig van Beethoven,Franz Rupp,1930,1
Domenico Scarlatti,Murray Perahia,1945,1
Giuseppe Verdi,Marcelo Alvarez,1945,0
Niccolò Paganini,Eugene Ormandy,1945,1
Niccolò Paganini,Philadelphia Orchestra,1945,1
Carl Philipp Emanuel Bach,Isaac Stern,1949,0
George Enescu,Isaac Stern,1949,0
Giuseppe Verdi,Mario Lanza,1949,1
Frederick Delius,Philadelphia Orchestra,1949,0
Gioachino Rossini,Richard Tucker,1950,0
Christoph Willibald Gluck,Richard Tucker,1950,0
New York Philharmonic,Lukas Foss,1950,0
Franz Joseph Haydn,Wiener Philharmoniker,1951,0
Giuseppe Verdi,Regina Resnik,1952,0
Anton Rubinstein,George London,1952,0
Richard Wagner,George London,1952,0
Richard Wagner,Wiener Symphoniker,1952,0
George London,Wiener Symphoniker,1952,0
George Frideric Handel,Karl Richter,1953,0
George Frideric Handel,Bamberg Symphony,1953,0
Karl Richter,Bamberg Symphony,1953,0
Wolfgang Amadeus Mozart,George London,1953,0
George London,Bruno Walter,1953,0
Rolando Panerai,Nicola Rossi-Lemeni,1953,0
Elisabeth Schwarzkopf,Anton Dermota,1953,0
Gerry Mulligan,Chet Baker,1953,2
Igor Stravinsky,Blanche Thebom,1953,0
Girolamo Frescobaldi,Flor Peeters,1954,0
Jean Sibelius,Herbert von Karajan,1954,0
Jean Sibelius,Philharmonia Orchestra,1954,0
Geeta Dutt,Hemant Kumar,1954,0
Hilde Gueden,Vienna State Opera Chorus,1954,0
Andrés Segovia,Louis Couperin,1954,1
Fernando Corena,Mario del Monaco,1954,0
Fernando Corena,Aldo Protti,1954,0
Alexandre Tansman,Andrés Segovia,1954,2
Herbert von Karajan,Dennis Brain,1954,0
Dennis Brain,Philharmonia Orchestra,1954,0
Alban Berg,Eugene Ormandy,1955,0
Lisa della Casa,Hilde Gueden,1955,0
Dmitri Shostakovich,Philadelphia Orchestra,1955,0
Léo Delibes,Mado Robin,1955,0
Ruggero Leoncavallo,Giuseppe Di Stefano,1955,0
Paul Hindemith,Philadelphia Orchestra,1955,0
Paul Hindemith,Eugene Ormandy,1955,0
Inge Borkh,Kurt Böhme,1955,0
Inge Borkh,George Szell,1955,0
Kurt Böhme,George Szell,1955,0
Wolfgang Amadeus Mozart,Fernando Corena,1955,1
Hilde Gueden,Fernando Corena,1955,1
Cesare Siepi,Fernando Corena,1955,1
Fernando Corena,Wiener Philharmoniker,1955,1
Benjamin Britten,Sir Peter Pears,1955,0
Benjamin Britten,David Hemmings,1955,0
Sir Peter Pears,David Hemmings,1955,0
Chandrasekhar,P. Susheela,1955,0
Mohammed Rafi,Nirmala Devi,1955,0
Marcel Dupré,Pierre Cochereau,1955,0
Pyotr Ilyich Tchaikovsky,Emil Gilels,1955,0
Miles Davis,Sonny Rollins,1956,11
Oscar Peterson,Count Basie,1956,6
Richard Wagner,Glenn Gould,1956,9
Glenn Gould,Arturo Toscanini,1956,9
Count Basie,Ella Fitzgerald,1957,10
Ella Fitzgerald,Joe Williams,1957,10
Mario Castelnuovo-Tedesco,Jascha Heifetz,1959,13
Johann Sebastian Bach,Charles Gounod,1959,7
Charles Gounod,Eugene Ormandy,1959,7
Charles Gounod,Philadelphia Orchestra,1959,7
Johannes Brahms,Chicago Symphony Orchestra,1959,12
Nikolai Rimsky-Korsakov,Leonard Bernstein,1959,8
Nikolai Rimsky-Korsakov,New York Philharmonic,1959,8
Peabo Bryson,Nancy Wilson,1960,6
Peabo Bryson,Brad Mehldau,1960,6
Peabo Bryson,Christian McBride,1960,6
Peabo Bryson,Brian Blade,1960,6
Nancy Wilson,Brad Mehldau,1960,6
Nancy Wilson,Christian McBride,1960,6
Nancy Wilson,Brian Blade,1960,6
Brad Mehldau,Christian McBride,1960,6
Brad Mehldau,Brian Blade,1960,6
Christian McBride,Brian Blade,1960,6
Arcangelo Corelli,Eugene Ormandy,1960,12
Arcangelo Corelli,Philadelphia Orchestra,1960,12
Judy Garland,David Lee,1960,7
Judy Garland,Norrie Paramor,1960,7
David Lee,Norrie Paramor,1960,7
Louis Armstrong,The Dukes Of Dixieland,1960,10
Benjamin Britten,New York Philharmonic,1961,6
Benjamin Britten,Leonard Bernstein,1961,6
Claude Debussy,Philippe Entremont,1961,13
Art Van Damme Quintet,Johnny Smith,1963,10
Renata Scotto,Rolando Panerai,1966,24
Jean Sibelius,Leonard Bernstein,1968,16
Jeff Beck,Rod Stewart,1969,18
B.B. King,Leon Russell,1970,24
Ludwig van Beethoven,Jacqueline du Pré,1970,19
Ludwig van Beethoven,Pinchas Zukerman,1970,19
Jacqueline du Pré,Pinchas Zukerman,1970,19
Luciano Pavarotti,London Symphony Orchestra,1971,31
The Rolling Stones,Nicky Hopkins,1972,27
The Rolling Stones,Ry Cooder,1972,27
Nicky Hopkins,Ry Cooder,1972,27
Tammy Wynette,George Jones,1973,26
Paul Kantner,Grace Slick,1973,31
Carlos Santana,John McLaughlin,1973,27
Alla Pugacheva,Инструментальный ансамбль «Мелодия»,1974,28
Alla Pugacheva,Eduard Khil,1974,28
Ray Barretto,Rubén Blades,1975,25
Tommy Olivencia y Su Orquesta,Lalo Rodriguez,1976,23
Tolis Voskopoulos,Marinella,1976,36
Elton John,John Lennon,1976,30
Giuseppe Verdi,Ileana Cotrubas,1977,35
Giuseppe Verdi,Plácido Domingo,1977,35
Ileana Cotrubas,Plácido Domingo,1977,35
Ileana Cotrubas,Bavarian State Orchestra,1977,35
Ileana Cotrubas,Carlos Kleiber,1977,35
Plácido Domingo,Bavarian State Orchestra,1977,35
Plácido Domingo,Carlos Kleiber,1977,35
Pete Townshend,Ronnie Lane,1977,25
Tomaso Albinoni,Stuttgart Chamber Orchestra,1978,30
Antonín Dvořák,Mstislav Rostropovich,1978,22
Antonín Dvořák,Carlo Maria Giulini,1978,22
Antonín Dvořák,London Philharmonic Orchestra,1978,22
Mstislav Rostropovich,Carlo Maria Giulini,1978,22
Mstislav Rostropovich,London Philharmonic Orchestra,1978,22
Carlo Maria Giulini,London Philharmonic Orchestra,1978,22
Robin Trower,Jack Bruce,1981,24
Yoel Lerner,Mazi Cohen,1981,35
Barbra Streisand,Neil Diamond,1981,30
Johnny Paycheck,Merle Haggard,1981,24
Nikolaus Harnoncourt,Concentus Musicus Wien,1982,30
Nikolaus Harnoncourt,Vienna State Opera Chorus,1982,30
Concentus Musicus Wien,Vienna State Opera Chorus,1982,30
Luigi Boccherini,Yo-Yo Ma,1983,26
Luigi Boccherini,Ton Koopman,1983,26
Luigi Boccherini,Amsterdam Baroque Orchestra,1983,26
George Frideric Handel,English Baroque Soloists,1983,28
George Frideric Handel,John Eliot Gardiner,1983,28
English Baroque Soloists,John Eliot Gardiner,1983,28
Frank Zappa,London Symphony Orchestra,1983,29
Kiyotaka Sugiyama,オメガトライブ,1983,28
Ludwig van Beethoven,Agnes Baltsa,1984,37
Ludwig van Beethoven,José van Dam,1984,37
Agnes Baltsa,José van Dam,1984,37
Agnes Baltsa,Berliner Philharmoniker,1984,37
Agnes Baltsa,Herbert von Karajan,1984,37
José van Dam,Berliner Philharmoniker,1984,37
José van Dam,Herbert von Karajan,1984,37
Johann Pachelbel,Berliner Philharmoniker,1984,37
Johann Pachelbel,Herbert von Karajan,1984,37
Johannes Brahms,Claudio Abbado,1984,33
Wiener Philharmoniker,Claudio Abbado,1984,33
Wolfgang Amadeus Mozart,William Bennett,1984,21
Wolfgang Amadeus Mozart,Osian Ellis,1984,21
Sir Neville Marriner,William Bennett,1984,21
Sir Neville Marriner,Osian Ellis,1984,21
Academy of St. Martin in the Fields,William Bennett,1984,21
Academy of St. Martin in the Fields,Osian Ellis,1984,21
William Bennett,Osian Ellis,1984,21
Johann Sebastian Bach,Mischa Maisky,1985,28
Johann Sebastian Bach,Martha Argerich,1985,28
George Benson,Earl Klugh,1987,31
Gustav Holst,Orchestre Symphonique de Montréal,1987,32
Gustav Holst,Charles Dutoit,1987,32
Maurice Ravel,Martha Argerich,1987,30
Wolfgang Amadeus Mozart,Anna Tomowa-Sintow,1987,43
Anna Tomowa-Sintow,Wiener Philharmoniker,1987,43
Anna Tomowa-Sintow,Herbert von Karajan,1987,43
Tanya Tucker,Paul Davis,1987,33
Tanya Tucker,Paul Overstreet,1987,33
Paul Davis,Paul Overstreet,1987,33
Agnetha Fältskog,Peter Cetera,1987,37
Johnny Cash,Hank Williams,1988,29
Antônio Carlos Jobim,Elis Regina,1988,26
Dave Wong,Sandy Lam,1989,36
Johann Sebastian Bach,Simon Preston,1989,34
Dinah Washington,Quincy Jones,1990,33
Depeche Mode,Mike Shinoda,1990,29
Berliner Philharmoniker,Claudio Abbado,1990,36
Jacky Cheung,Anita Mui,1990,44
Tito Puente,Celia Cruz,1991,27
George Frideric Handel,Simon Preston,1991,38
Mary Chapin Carpenter,Joe Diffie,1992,31
Franz Liszt,Jenő Jandó,1992,36
Dr. Dre,Daz,1992,32
Dr. Dre,RBX,1992,32
Daz,Snoop Dogg,1992,32
Daz,RBX,1992,32
Snoop Dogg,RBX,1992,32
Souls Of Mischief,Pep Love,1993,35
Barbra Streisand,Johnny Mathis,1993,37
Too $hort,Spice 1,1993,29
Spice 1,Ant Banks,1993,29
The Four Aces,Al Alberts,1993,31
Frédéric Chopin,Elisabeth Leonskaja,1994,39
Warren G,Dove Shack,1994,37
Keith Sweat,Roger,1994,32
Wc And The Maad Circle,Mack 10,1995,35
Wc And The Maad Circle,Ice Cube,1995,35
Total,The Notorious B.I.G.,1995,35
DJ Screw,UGK,1995,32
Pyotr Ilyich Tchaikovsky,Martha Argerich,1996,44
Parliament,Q-Tip,1996,35
Parliament,Busta Rhymes,1996,35
Parliament,P-Funk,1996,35
Q-Tip,Busta Rhymes,1996,35
Q-Tip,P-Funk,1996,35
Busta Rhymes,P-Funk,1996,35
MC Breed,Too $hort,1996,35
Raekwon,Cappadonna,1996,34
Busta Rhymes,Jamal,1996,39
Busta Rhymes,Keith Murray,1996,39
Jamal,Keith Murray,1996,39
Jamal,Redman,1996,39
Keith Murray,Redman,1996,39
Alka Yagnik,Hariharan,1996,48
Mobb Deep,Nas,1996,38
Nas,Big Noyd,1996,38
Hazel Dickens,Alice Gerrard,1996,34
Mase,The Notorious B.I.G.,1997,38
Barbra Streisand,Céline Dion,1997,47
Mack 10,Snoop Dogg,1997,35
Ice Cube,Snoop Dogg,1997,35
SWV,Diddy,1997,37
Young Bleed,Master P,1998,33
Young Bleed,C-Loc,1998,33
Master P,C-Loc,1998,33
Peter Maxwell Davies,Los Angeles Guitar Quartet,1998,37
DJ Clue,Canibus,1998,34
DJ Clue,N.O.R.E.,1998,34
DJ Clue,Cam’ron,1998,34
DJ Clue,Big Pun,1998,34
Canibus,N.O.R.E.,1998,34
Canibus,Cam’ron,1998,34
Canibus,Big Pun,1998,34
N.O.R.E.,Cam’ron,1998,34
N.O.R.E.,Big Pun,1998,34
Cam’ron,Big Pun,1998,34
Elvis Costello,Burt Bacharach,1998,42
Tina Arena,Marc Anthony,1998,45
The LOX,Diddy,1998,34
Wolfgang Amadeus Mozart,Orpheus Chamber Orchestra,1998,32
Snoop Dogg,Goldie Loc,1999,36
Snoop Dogg,Silkk The Shocker,1999,36
Snoop Dogg,Mia X,1999,36
Snoop Dogg,Fiend,1999,36
Snoop Dogg,C-Murder,1999,36
Goldie Loc,Silkk The Shocker,1999,36
Goldie Loc,Mia X,1999,36
Goldie Loc,Fiend,1999,36
Goldie Loc,C-Murder,1999,36
Mia X,Fiend,1999,36
Mia X,C-Murder,1999,36
Fiend,C-Murder,1999,36
Project Pat,Three 6 Mafia,1999,35
Santana,Eagle-Eye Cherry,1999,41
John Field,Benjamin Frith,1999,40
JAY-Z,Mariah Carey,1999,36
Jermaine Dupri,Da Brat,2000,41
Jermaine Dupri,Bow Wow,2000,41
Da Brat,Bow Wow,2000,41
Snoop Dogg,Kokane,2000,40
Ruff Ryders,Styles,2000,35
System Of A Down,Wu-Tang Clan,2000,37
Kenny Chesney,Randy Travis,2000,33
3LW,Nas,2000,38
Nelly,Lil Wayne,2000,36
OutKast,CeeLo Green,2000,37
Big Pokey,Mike D,2000,33
Ludacris,I-20,2001,38
Shawnna,I-20,2001,38
Alka Yagnik,Sunidhi Chauhan,2001,50
Alka Yagnik,Udit Narayan,2001,50
Sunidhi Chauhan,Udit Narayan,2001,50
Eve,Drag-On,2001,56
Nas,Bravehearts,2001,36
The Band,Ronnie Hawkins,2002,40
Trick Daddy,Fat Joe,2002,36
Trick Daddy,Lil Jon & The East Side Boyz,2002,36
Fat Joe,Lil Jon & The East Side Boyz,2002,36
Jean Sibelius,Håvard Gimse,2003,44
Missy Elliott,Timbaland,2003,43
OutKast,Kelis,2003,40
Machel Montano,Destra,2003,42
Don Omar,Trebol Clan,2003,46
Charizma,Peanut Butter Wolf,2003,42
Petey Pablo,Rasheeda,2004,37
Willie Nelson,Lee Ann Womack,2004,39
Mike Jones,Paul Wall,2005,41
Mike Jones,Slim Thug,2005,41
Paul Wall,Slim Thug,2005,41
RZA,MF DOOM,2005,44
RZA,Wu-Tang Clan,2005,44
MF DOOM,Wu-Tang Clan,2005,44
Il Divo,Céline Dion,2005,44
Shakira,Alejandro Sanz,2005,50
Beres Hammond,Buju Banton,2005,44
Paul Wall,Mike Jones,2005,40
A.R. Rahman,Naresh Iyer,2005,55
Brown Boy,Nino Brown,2005,39
Brown Boy,Lighter Shade Of Brown,2005,39
Brown Boy,Dos,2005,39
Brown Boy,Zapp,2005,39
Nino Brown,Lighter Shade Of Brown,2005,39
Nino Brown,Dos,2005,39
Nino Brown,Zapp,2005,39
Lighter Shade Of Brown,Dos,2005,39
Lighter Shade Of Brown,Zapp,2005,39
Dos,Zapp,2005,39
Wisin & Yandel,"Héctor ""El Father""",2005,44
Lil Wayne,Kurupt,2005,40
MC Magic,Gemini,2006,39
La Secta AllStar,Eddie Dee,2006,46
Yo Gotti,Bun B,2006,39
Yo Gotti,8Ball,2006,39
Bun B,8Ball,2006,39
Camille Saint-Saëns,Peter Hurford,2006,46
Camille Saint-Saëns,Orchestre Symphonique de Montréal,2006,46
Peter Hurford,Orchestre Symphonique de Montréal,2006,46
Peter Hurford,Charles Dutoit,2006,46
T.I.,P$C,2006,40
T.I.,Young Dro,2006,40
P$C,Young Dro,2006,40
Hurricane Chris,Big Poppa,2007,40
Young Boss,Trina,2007,44
Young Boss,Pitbull,2007,44
Trina,Pitbull,2007,44
clammbon,Nujabes,2007,47
Ñejo & Dalmata,Arcangel,2007,54
Tech N9ne,Kutt Calhoun,2007,39
Tech N9ne,Greed,2007,39
Kutt Calhoun,Greed,2007,39
Claude Debussy,Alain Planes,2007,45
T-Pain,Akon,2007,39
DJ Felli Fel,Diddy,2007,40
DJ Felli Fel,Akon,2007,40
DJ Felli Fel,Ludacris,2007,40
DJ Felli Fel,Lil Jon,2007,40
Diddy,Akon,2007,40
Diddy,Ludacris,2007,40
Diddy,Lil Jon,2007,40
Akon,Ludacris,2007,40
Akon,Lil Jon,2007,40
Ludacris,Lil Jon,2007,40
Ace Hood,Rick Ross,2008,42
Ace Hood,T-Pain,2008,42
The Game,Keyshia Cole,2008,45
Jeezy,Boosie Badazz,2008,40
Luiz Bonfá,Lalo Schifrin,2008,41
Flame,Lecrae,2008,41
G-Unit,Young Buck,2008,47
Wisin & Yandel,50 Cent,2009,50
Drake,Chilly Gonzales,2009,45
Lady Gaga,Flo Rida,2009,46
Flo Rida,Ne-Yo,2009,44
Ciara,Jeezy,2009,41
The Bloody Beetroots,Steve Aoki,2009,48
T-Pain,Lil Wayne,2009,43
T-Pain,Kanye West,2009,43
Lil Wayne,Kanye West,2009,43
Drake,Swizz Beatz,2010,49
T.I.,Swizz Beatz,2010,49
Rick Ross,Gucci Mane,2010,45
Wiz Khalifa,Big K.R.I.T.,2010,43
Curren$y,Big K.R.I.T.,2010,43
Farruko,José Feliciano,2010,55
DMX,Ja Rule,2010,48
DMX,Method Man,2010,48
DMX,Nas,2010,48
Ja Rule,Method Man,2010,48
Ja Rule,Nas,2010,48
Method Man,Nas,2010,48
will.i.am,Nicki Minaj,2010,43
Bobby Brackins,Ray J,2010,42
Keri Hilson,Chris Brown,2010,42
Kottonmouth Kings,Insane Clown Posse,2010,43
Kaskade,Sultan + Shepard,2010,43
Blake Aaron,Najee,2010,45
Pitbull,Afrojack,2010,55
Miami Horror,Kimbra,2010,43
Edward Maya,Vika Jigulina,2010,41
Stevie Nicks,Lindsey Buckingham,2011,43
Lil Wayne,Tech N9ne,2011,43
SBTRKT,Drake,2011,43
Nicole Scherzinger,50 Cent,2011,48
Wiz Khalifa,Chevy Woods,2011,46
Adam Hicks,Naomi Scott,2011,48
Bridgit Mendler,Naomi Scott,2011,48
SBTRKT,Sampha,2011,51
David Guetta,Usher,2011,53
Rihanna,JAY-Z,2012,51
2 Chainz,Nicki Minaj,2012,44
fun.,Janelle Monáe,2012,46
Jason Chen,Megan Nicole,2012,53
Swedish House Mafia,John Martin,2012,53
G-Eazy,Devon Baldwin,2012,46
Voz De Mando,"Mario ""El Cachorro"" Delgado",2012,51
Machine Gun Kelly,Lil Jon,2012,44
Britt Nicole,Lecrae,2012,46
G-DRAGON,ROSÉ,2013,58
Sia,The Weeknd,2013,53
The Weeknd,Diplo,2013,53
Lil Wyte,Jelly Roll,2013,46
"Tito ""El Bambino""",Randy,2013,61
Pegboard Nerds,Tristam,2013,53
Juicy J,A$AP Rocky,2013,48
Mac Miller,Future,2013,48
Natalie Cole,Juan Luis Guerra 4.40,2013,60
Problem,Wiz Khalifa,2013,47
Problem,Tyga,2013,47
Problem,Chris Brown,2013,47
Problem,Master P,2013,47
Wiz Khalifa,Chris Brown,2013,47
Wiz Khalifa,Master P,2013,47
Tyga,Chris Brown,2013,47
Tyga,Master P,2013,47
Chris Brown,Master P,2013,47
Kid Cudi,HAIM,2013,48
Earl Sweatshirt,Domo Genesis,2013,48
Meek Mill,Jadakiss,2013,48
Calle 13,Silvio Rodríguez,2014,68
Sage The Gemini,Kool John,2014,50
G-Eazy,Rick Ross,2014,51
Tamar Braxton,Future,2014,48
Klangkarussell,Jaymes Young,2014,48
Enrique Iglesias,Marco Antonio Solís,2014,50
Freddie Gibbs,Madlib,2014,50
Berner,Demrick,2014,49
B-Real,Demrick,2014,49
Ludacris,Wiz Khalifa,2014,50
Ludacris,Jeremih,2014,50
Ludacris,Cashmere Cat,2014,50
Wiz Khalifa,Jeremih,2014,50
Wiz Khalifa,Cashmere Cat,2014,50
Jeremih,Cashmere Cat,2014,50
Pegboard Nerds,Elizaveta,2014,53
Big Gigantic,GRiZ,2015,52
Russ,Paulina,2015,54
Yandel,Farruko,2015,60
Yandel,Nicky Jam,2015,60
Yandel,De La Ghetto,2015,60
Yandel,Zion,2015,60
Yandel,Arcangel,2015,60
Farruko,Nicky Jam,2015,60
Farruko,De La Ghetto,2015,60
Farruko,Daddy Yankee,2015,60
Farruko,Zion,2015,60
Nicky Jam,De La Ghetto,2015,60
Nicky Jam,Daddy Yankee,2015,60
Nicky Jam,Zion,2015,60
Nicky Jam,Arcangel,2015,60
De La Ghetto,Daddy Yankee,2015,60
De La Ghetto,Zion,2015,60
Tech N9ne,Lil Wayne,2015,50
Tech N9ne,Yo Gotti,2015,50
Tech N9ne,Big Scoob,2015,50
Lil Wayne,Yo Gotti,2015,50
Lil Wayne,Big Scoob,2015,50
Yo Gotti,Big Scoob,2015,50
PSY,CL,2015,61
Deorro,Chris Brown,2015,51
Hollyn,TRU,2015,52
MED,Blu,2015,54
MED,Madlib,2015,54
MED,MF DOOM,2015,54
Blu,Madlib,2015,54
Blu,MF DOOM,2015,54
Robin Schulz,Francesco Yates,2015,60
Cashmere Cat,Ariana Grande,2015,55
Plies,Jacquees,2015,53
for KING & COUNTRY,KB,2015,51
Logic,Jesse Boykins III,2015,52
Keith Ape,A$AP Ferg,2015,54
Keith Ape,Father,2015,54
Keith Ape,Dumbfoundead,2015,54
Keith Ape,Waka Flocka Flame,2015,54
A$AP Ferg,Father,2015,54
A$AP Ferg,Dumbfoundead,2015,54
A$AP Ferg,Waka Flocka Flame,2015,54
Father,Dumbfoundead,2015,54
Father,Waka Flocka Flame,2015,54
Dumbfoundead,Waka Flocka Flame,2015,54
Tory Lanez,RL Grime,2015,54
Rita Ora,Chris Brown,2015,61
G-Eazy,Quin,2015,53
Miguel,Kacey Musgraves,2016,52
Pepe Quintana,Farruko,2016,60
Pepe Quintana,Tempo,2016,60
Pepe Quintana,Anuel AA,2016,60
Pepe Quintana,Almighty,2016,60
Pepe Quintana,Bryant Myers,2016,60
Farruko,Tempo,2016,60
Farruko,Anuel AA,2016,60
Farruko,Almighty,2016,60
Farruko,Bryant Myers,2016,60
Tempo,Anuel AA,2016,60
Tempo,Almighty,2016,60
Tempo,Bryant Myers,2016,60
Anuel AA,Almighty,2016,60
Anuel AA,Bryant Myers,2016,60
Almighty,Bryant Myers,2016,60
Blake Shelton,Gwen Stefani,2016,54
Kygo,Kodaline,2016,64
Adam Friedman,Mike Posner,2016,53
Party Favor,Gucci Mane,2016,53
Jelly Roll,Lil Wyte,2016,51
The Weeknd,Kygo,2016,60
YG,Nipsey Hussle,2016,56
YG,50 Cent,2016,56
Nipsey Hussle,50 Cent,2016,56
Mustard,Nicki Minaj,2016,57
Mustard,Jeremih,2016,57
Nicki Minaj,Jeremih,2016,57
Elephante,MIIA,2016,58
Beyoncé,James Blake,2016,57
MK,Becky Hill,2016,52
BJ The Chicago Kid,Chance the Rapper,2016,53
BJ The Chicago Kid,Buddy,2016,53
Chance the Rapper,Buddy,2016,53
Pitbull,Flo Rida,2016,60
Pitbull,LunchMoney Lewis,2016,60
Flo Rida,LunchMoney Lewis,2016,60
Gryffin,Josef Salvat,2016,56
KAYTRANADA,BADBADNOTGOOD,2016,57
DEAN,ZICO,2016,58
Dierks Bentley,Maren Morris,2016,52
Florida Georgia Line,Backstreet Boys,2016,52
Marc E. Bassy,Kyle,2017,58
Bad Bunny,Ozuna,2017,65
Quality Control,Ty Dolla $ign,2017,58
Lil Yachty,Ty Dolla $ign,2017,58
The Weeknd,A$AP Rocky,2017,62
The Weeknd,Young Thug,2017,62
A$AP Rocky,Young Thug,2017,62
Big Sean,Metro Boomin,2017,58
Big Sean,21 Savage,2017,58
Thomas Rhett,Maren Morris,2017,56
Kurt Hugo Schneider,Alyson Stoner,2017,64
Kurt Hugo Schneider,MAX,2017,64
Alyson Stoner,MAX,2017,64
Mellow Fellow,Clairo,2017,58
Royce Rizzy,MadeinTYO,2017,55
Wale,Lil Wayne,2017,56
Louis The Child,Ashe,2017,57
Bebe Rexha,Lil Wayne,2017,62
Jelly Roll,Struggle Jennings,2017,56
Trippie Redd,UnoTheActivist,2017,57
Bad Bunny,Daddy Yankee,2017,63
Bad Bunny,Anuel AA,2017,63
Bad Bunny,Cosculluela,2017,63
Daddy Yankee,Anuel AA,2017,63
Daddy Yankee,Cosculluela,2017,63
Anuel AA,Cosculluela,2017,63
Bad Bunny,Quavo,2017,61
Don Diablo,A R I Z O N A,2017,60
Tourist,Ardyn,2017,60
Drake,Giggs,2017,62
Future,Lil Wayne,2018,60
Kali Uchis,Jorja Smith,2018,63
Bad Bunny,Ñejo,2018,69
Bad Bunny,DJ Nelson,2018,69
Ñejo,DJ Nelson,2018,69
Twin Shadow,HAIM,2018,61
The Knocks,Foster The People,2018,61
Future,Yung Bans,2018,60
Juice WRLD,Yung Bans,2018,60
Rvssian,Farruko,2018,69
Jessie Reyez,Daniel Caesar,2018,62
Chance the Rapper,Joey Purp,2018,59
6LACK,Future,2018,61
Major Lazer,Travis Scott,2018,60
Major Lazer,Camila Cabello,2018,60
Major Lazer,Quavo,2018,60
Travis Scott,Camila Cabello,2018,60
Luis Fonsi,Ozuna,2018,71
Travis Scott,YG,2018,61
Mike Williams,Mesto,2018,72
Ty Dolla $ign,Gucci Mane,2018,61
Ty Dolla $ign,Quavo,2018,61
Gucci Mane,Quavo,2018,61
Diplo,Lil Xan,2018,66
mike.,Vory,2018,60
Seth Ennis,Little Big Town,2018,58
RL Grime,Jeremih,2018,60
RL Grime,Tory Lanez,2018,60
RL Grime,AWAY,2018,60
Jeremih,Tory Lanez,2018,60
Jeremih,AWAY,2018,60
Tory Lanez,AWAY,2018,60
BTS,Nicki Minaj,2018,68
Phora,6LACK,2018,59
Nick Jonas,Robin Schulz,2018,69
88rising,BlocBoy JB,2018,61
Joji,BlocBoy JB,2018,61
David Guetta,Martin Garrix,2018,71
Martin Garrix,Brooks,2018,71
420 Unlovable,Splash Daddy,2018,60
Chance the Rapper,Death Cab for Cutie,2019,61
Mustard,A$AP Ferg,2019,64
Mustard,A$AP Rocky,2019,64
YG,Tyga,2019,64
YG,A$AP Ferg,2019,64
YG,A$AP Rocky,2019,64
Tyga,A$AP Ferg,2019,64
Tyga,A$AP Rocky,2019,64
Farruko,Ozuna,2019,71
DaBaby,Chance the Rapper,2019,62
DaBaby,Gucci Mane,2019,62
DaBaby,YK Osiris,2019,62
Chance the Rapper,Gucci Mane,2019,62
Chance the Rapper,YK Osiris,2019,62
Gucci Mane,YK Osiris,2019,62
YG,DaBaby,2019,62
Berner,T3R Elemento,2019,64
Dreamville,J. Cole,2019,61
Dreamville,Young Nudy,2019,61
J. Cole,Young Nudy,2019,61
Kash Doll,Summer Walker,2019,61
The Highwomen,Brandi Carlile,2019,61
The Highwomen,Natalie Hemby,2019,61
The Highwomen,Maren Morris,2019,61
The Highwomen,Amanda Shires,2019,61
Brandi Carlile,Natalie Hemby,2019,61
Brandi Carlile,Maren Morris,2019,61
Brandi Carlile,Amanda Shires,2019,61
Natalie Hemby,Maren Morris,2019,61
Natalie Hemby,Amanda Shires,2019,61
Maren Morris,Amanda Shires,2019,61
Jax Jones,Martin Solveig,2019,74
Jax Jones,Madison Beer,2019,74
Jax Jones,Europa,2019,74
Martin Solveig,Madison Beer,2019,74
Martin Solveig,Europa,2019,74
Madison Beer,Europa,2019,74
Lil Durk,Teyana Taylor,2019,62
Lil Durk,Melii,2019,62
Teyana Taylor,Melii,2019,62
Loud Luxury,Pitbull,2019,66
Loud Luxury,Nicky Jam,2019,66
Pitbull,Nicky Jam,2019,66
Iamjakehill,Josh A,2019,62
Fabolous,Roddy Ricch,2019,62
Loote,gnash,2019,65
Lewis Capaldi,Steve Void,2019,75
Bryant Myers,Anuel AA,2019,71
Vampire Weekend,Steve Lacy,2019,62
SHAED,ZAYN,2019,69
BTS,Charli XCX,2019,68
Tiësto,Mabel,2019,77
XXXTENTACION,Lil Wayne,2019,64
John Denver,Plácido Domingo,1945,3
